V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14
Missouri       2010 10  5988927 45,817 58.30  0.73  5038407  700178  30595  100213   7178  112356   481
Montana        2010 10   989415 41,280 47.60  0.91   891529    4215  63495    6379    734   23063    13
Nebraska       2010 10  1826341 52,504 54.00  0.92  1649264   85971  23418   33322   2061   32305   294
Nevada         2010 10  2700551 51,200 52.90  2.23  2106494  231224  42965  203478  19307   97083   978
New Hampshire  2010 10  1316470 66,633 46.30  7.84  1248321   16365   3530   28933    532   18789    51
New Jersey     2010 10  8791894 62,968 56.00  5.38  6546498 1282005  49907  746212   7731  159541   872
New Mexico     2010 10  2059179 45,134 56.70  0.81  1720992   49006 208890   31253   3132   45906   769
New York       2010 10 19378102 49,781 48.50  6.90 13901661 3378047 183046 1481555  24000  409793  7353
North Carolina 2010 10  9535483 43,830 60.90  2.71  6898296 2088362 147566  215952  10309  174998   696
North Dakota   2010 10   672591 51,006 48.00  1.09   609136    8248  36948    7032    334   10893   173
Ohio           2010 10 11536504 45,886 54.70  1.93  9664524 1426861  29674  196693   5336  213416   374
Oklahoma       2010 10  3751351 43,103 62.30  1.67  2851510  284332 335664   67126   5354  207365   215
Oregon         2010 10  3831074 50,602 50.00  3.59  3403252   74414  66784  145009  14649  126966   220
Pennsylvania   2010 10 12702379 48,314 51.40  5.15 10663774 1431826  39735  358195   7115  201734   754
Rhode Island   2010 10  1052567 51,623 53.50  4.36   910253   75073   9173   31768   1602   24698   108
South Carolina 2010 10  4625364 41,698 64.40  1.47  3164143 1302865  24665   61247   3957   68487   178
South Dakota   2010 10   814180 45,352 51.60  1.00   706690   10533  72782    7775    517   15883   237
Tennessee      2010 10  6346105 38,591 59.20  2.75  5056311 1068010  26256   93897   5426   96205   267
Texas          2010 10 25145561 47,266 67.20  0.76 20389793 3070440 251209 1000473  31242  402404  5536
Utah           2010 10  2763885 56,701 51.10  2.57  2547329   33864  40729   57800  26049   58114   208
Vermont        2010 10   625741 55,928 45.20  9.16   598592    6456   2308    8069    175   10141   207
Virginia       2010 10  8001024 60,367 58.00  3.79  5725432 1579414  41525  449149   8201  197303  3664
Washington     2010 10  6724540 56,163 48.60  4.29  5535262  252333 122649  491685  43505  279106   132
West Virginia  2010 10  1852994 42,777 54.20  2.59  1746513   63885   3975   12637    485   25499   816
Wisconsin      2010 10  5686986 50,351 49.50  2.34  5036923  367021  60100  131828   2505   88609   236
Wyoming        2010 10   563626 52,201 47.10  1.28   529110    5135  14457    4649    521    9754   123
Alabama        2010 11  4779736 40,933 55.20  4.73  3362877 1259224  32903   55240   5208   64284  1680
Arizona        2010 11  6392017 46,896 48.30  0.19  5418483  280905 335278  188456  16112  152783  1145
Arkansas       2010 11  2915918 38,587 52.00  4.35  2342403  454021  26134   37537   6685   49138   247
California     2010 11 37253956 54,283 48.60  2.60 27636403 2486549 622107 5038123 181431 1289343  3594
Colorado       2010 11  5029196 60,233 33.60  0.95  4450623  214919  78144  144819   8420  132271   552
Connecticut    2010 11  3574097 65,998 41.90  3.38  2950820  392131  16734  140516   3491   70405    66
Delaware       2010 11   897934 55,214 47.50  2.03   645770  196281   5929   29342    690   19922    60
Georgia        2010 11  9687653 44,117 54.80  2.08  6144931 2993927  48599  323459  10454  166283  6444
Idaho          2010 11  1567582 47,050 30.50  3.03  1476097   10950  25782   20034   2786   31933   345
Illinois       2010 11 12830632 50,728 43.70  3.15 10030587 1903458  73846  604399   7436  210906  2593
Indiana        2010 11  6483802 46,139 42.80  5.01  5638833  603797  24487  105535   3532  107618   382
Iowa           2010 11  3046355 49,016 38.00  1.64  2839615   91695  13563   54232   2419   44831    76
Kansas         2010 11  2853118 46,054 43.60  1.53  2501057  173298  33044   69628   2864   73227   264
Kentucky       2010 11  4339367 41,104 47.10  4.90  3864193  342804  12105   50177   3199   66889   286
Louisiana      2010 11  4533372 39,300 59.00  5.36  2902875 1462969  33037   71829   2588   60074  1878
Maine          2010 11  1328361 47,931 34.50  5.20  1269764   16269   8771   13783    377   19397   105
Maryland       2010 11  5773552 64,201 46.10  2.14  3541379 1731513  30885  326655   5391  137729   579
Massachusetts  2010 11  6547629 60,934 41.00  3.82  5524937  504365  29944  359673   5971  122739   881
Michigan       2010 11  9883640 46,276 37.80  2.15  7949497 1416067  68396  243062   3442  203176   428
Minnesota      2010 11  5303925 52,321 30.70  1.38  4623461  280949  67325  217792   2958  111440   187
Mississippi    2010 11  2967297 38,160 55.70  5.58  1789391 1103101  16837   26477   1700   29791  3028
Missouri       2010 11  5988927 45,817 46.50  3.08  5038407  700178  30595  100213   7178  112356   417
Montana        2010 11   989415 41,280 26.60  1.92   891529    4215  63495    6379    734   23063    20
Nebraska       2010 11  1826341 52,504 36.70  0.67  1649264   85971  23418   33322   2061   32305   304
Nevada         2010 11  2700551 51,200 37.40  1.19  2106494  231224  42965  203478  19307   97083   993
New Hampshire  2010 11  1316470 66,633 36.10  3.66  1248321   16365   3530   28933    532   18789    47
New Jersey     2010 11  8791894 62,968 45.00  2.17  6546498 1282005  49907  746212   7731  159541   614
New Mexico     2010 11  2059179 45,134 42.00  0.10  1720992   49006 208890   31253   3132   45906   842
New York       2010 11 19378102 49,781 37.90  2.86 13901661 3378047 183046 1481555  24000  409793  8208
North Carolina 2010 11  9535483 43,830 50.00  1.59  6898296 2088362 147566  215952  10309  174998   509
North Dakota   2010 11   672591 51,006 27.20  0.63   609136    8248  36948    7032    334   10893   118
Ohio           2010 11 11536504 45,886 41.90  4.14  9664524 1426861  29674  196693   5336  213416   288
Oklahoma       2010 11  3751351 43,103 50.40  1.87  2851510  284332 335664   67126   5354  207365   307
Oregon         2010 11  3831074 50,602 36.70  4.62  3403252   74414  66784  145009  14649  126966   150
Pennsylvania   2010 11 12702379 48,314 40.80  3.29 10663774 1431826  39735  358195   7115  201734   715
Rhode Island   2010 11  1052567 51,623 43.30  3.67   910253   75073   9173   31768   1602   24698   147
South Carolina 2010 11  4625364 41,698 54.00  1.23  3164143 1302865  24665   61247   3957   68487   125
South Dakota   2010 11   814180 45,352 32.10  0.33   706690   10533  72782    7775    517   15883   197
Tennessee      2010 11  6346105 38,591 49.80  5.64  5056311 1068010  26256   93897   5426   96205   333
Texas          2010 11 25145561 47,266 56.60  1.04 20389793 3070440 251209 1000473  31242  402404  4668
Utah           2010 11  2763885 56,701 34.80  1.40  2547329   33864  40729   57800  26049   58114   196
Vermont        2010 11   625741 55,928 35.00  3.17   598592    6456   2308    8069    175   10141   184
Virginia       2010 11  8001024 60,367 46.30  2.00  5725432 1579414  41525  449149   8201  197303  3743
Washington     2010 11  6724540 56,163 34.80  5.78  5535262  252333 122649  491685  43505  279106   140
West Virginia  2010 11  1852994 42,777 43.20  2.85  1746513   63885   3975   12637    485   25499   717
Wisconsin      2010 11  5686986 50,351 34.90  1.71  5036923  367021  60100  131828   2505   88609   221
Wyoming        2010 11   563626 52,201 28.50  1.35   529110    5135  14457    4649    521    9754   105
Alabama        2010 12  4779736 40,933 40.30  2.20  3362877 1259224  32903   55240   5208   64284  5663
Arizona        2010 12  6392017 46,896 46.70  1.67  5418483  280905 335278  188456  16112  152783  2214
Arkansas       2010 12  2915918 38,587 38.90  1.54  2342403  454021  26134   37537   6685   49138   393
California     2010 12 37253956 54,283 45.80  8.13 27636403 2486549 622107 5038123 181431 1289343  5405
Colorado       2010 12  5029196 60,233 31.10  1.65  4450623  214919  78144  144819   8420  132271   810
Connecticut    2010 12  3574097 65,998 28.20  4.56  2950820  392131  16734  140516   3491   70405   100
Delaware       2010 12   897934 55,214 31.70  2.10   645770  196281   5929   29342    690   19922    83
Georgia        2010 12  9687653 44,117 39.90  2.27  6144931 2993927  48599  323459  10454  166283 10215
Idaho          2010 12  1567582 47,050 26.60  4.22  1476097   10950  25782   20034   2786   31933   422
Illinois       2010 12 12830632 50,728 24.00  1.77 10030587 1903458  73846  604399   7436  210906  4969
Indiana        2010 12  6483802 46,139 24.30  1.44  5638833  603797  24487  105535   3532  107618   614
Iowa           2010 12  3046355 49,016 19.10  1.23  2839615   91695  13563   54232   2419   44831   154
Kansas         2010 12  2853118 46,054 32.30  0.20  2501057  173298  33044   69628   2864   73227   427
Kentucky       2010 12  4339367 41,104 29.00  3.01  3864193  342804  12105   50177   3199   66889   584
Louisiana      2010 12  4533372 39,300 48.10  2.05  2902875 1462969  33037   71829   2588   60074  3759
Maine          2010 12  1328361 47,931 23.40  6.31  1269764   16269   8771   13783    377   19397   127
Maryland       2010 12  5773552 64,201 30.90  2.27  3541379 1731513  30885  326655   5391  137729   920
Massachusetts  2010 12  6547629 60,934 27.80  4.06  5524937  504365  29944  359673   5971  122739  1442
Michigan       2010 12  9883640 46,276 22.80  1.43  7949497 1416067  68396  243062   3442  203176   444
Minnesota      2010 12  5303925 52,321 11.50  1.77  4623461  280949  67325  217792   2958  111440   230
Mississippi    2010 12  2967297 38,160 42.30  1.59  1789391 1103101  16837   26477   1700   29791  6891
Missouri       2010 12  5988927 45,817 29.60  0.90  5038407  700178  30595  100213   7178  112356   747
Montana        2010 12   989415 41,280 19.00  1.61   891529    4215  63495    6379    734   23063     7
Nebraska       2010 12  1826341 52,504 26.10  0.37  1649264   85971  23418   33322   2061   32305   451
Nevada         2010 12  2700551 51,200 35.60  2.82  2106494  231224  42965  203478  19307   97083  2541
New Hampshire  2010 12  1316470 66,633 23.10  4.30  1248321   16365   3530   28933    532   18789    51
New Jersey     2010 12  8791894 62,968 30.80  3.27  6546498 1282005  49907  746212   7731  159541  1080
New Mexico     2010 12  2059179 45,134 40.40  0.67  1720992   49006 208890   31253   3132   45906  1153
New York       2010 12 19378102 49,781 23.10  3.31 13901661 3378047 183046 1481555  24000  409793 18127
North Carolina 2010 12  9535483 43,830 33.60  2.87  6898296 2088362 147566  215952  10309  174998   805
North Dakota   2010 12   672591 51,006  9.60  1.24   609136    8248  36948    7032    334   10893    25
Ohio           2010 12 11536504 45,886 24.80  1.88  9664524 1426861  29674  196693   5336  213416   429
Oklahoma       2010 12  3751351 43,103 39.50  0.86  2851510  284332 335664   67126   5354  207365   489
Oregon         2010 12  3831074 50,602 33.40  7.10  3403252   74414  66784  145009  14649  126966   204
Pennsylvania   2010 12 12702379 48,314 25.40  3.44 10663774 1431826  39735  358195   7115  201734  1113
Rhode Island   2010 12  1052567 51,623 30.30  4.20   910253   75073   9173   31768   1602   24698   186
South Carolina 2010 12  4625364 41,698 38.30  1.99  3164143 1302865  24665   61247   3957   68487   252
South Dakota   2010 12   814180 45,352 17.70  0.95   706690   10533  72782    7775    517   15883   329
Tennessee      2010 12  6346105 38,591 32.70  2.80  5056311 1068010  26256   93897   5426   96205   754
Texas          2010 12 25145561 47,266 49.20  0.73 20389793 3070440 251209 1000473  31242  402404  6750
Utah           2010 12  2763885 56,701 32.50  3.38  2547329   33864  40729   57800  26049   58114   289
Vermont        2010 12   625741 55,928 20.80  4.03   598592    6456   2308    8069    175   10141   281
Virginia       2010 12  8001024 60,367 30.10  2.95  5725432 1579414  41525  449149   8201  197303  6249
Washington     2010 12  6724540 56,163 31.90  7.70  5535262  252333 122649  491685  43505  279106   118
West Virginia  2010 12  1852994 42,777 25.30  3.57  1746513   63885   3975   12637    485   25499   604
Wisconsin      2010 12  5686986 50,351 16.90  1.72  5036923  367021  60100  131828   2505   88609   174
Wyoming        2010 12   563626 52,201 23.80  1.69   529110    5135  14457    4649    521    9754   196
Alabama        2011  1  4798649 42,590 41.10  4.03  3368758 1266977  32798   57573   5036   67507  6261
Arizona        2011  1  6392017 48,621 41.50  0.05  5418483  280905 335278  188456  16112  152783  2489
Arkansas       2011  1  2938640 41,302 37.60  1.60  2355934  457718  26642   39749   7241   51356  1068
California     2011  1 37672654 53,367 45.20  1.28 27856325 2496077 626439 5178171 184724 1330918  6193
Colorado       2011  1  5116411 58,629 24.00  0.71  4518943  219804  79742  150987   8784  138151  1330
Connecticut    2011  1  3591927 65,415 23.20  3.36  2952100  398515  17274  147365   3589   73084   186
Delaware       2011  1   907884 54,660 30.30  3.18   649467  199995   5955   30897    702   20868   360
Georgia        2011  1  9810595 45,973 41.80  3.33  6178692 3056241  48995  340739  10744  175184  5878
Idaho          2011  1  1583180 47,459 24.00  2.79  1488310   11510  26578   20704   2860   33218   647
Illinois       2011  1 12862298 50,637 22.70  1.19 10034662 1902252  73941  625999   7539  217905  6792
Indiana        2011  1  6515358 44,445 23.70  1.50  5650465  611164  24831  112854   3633  112411  2494
Iowa           2011  1  3063690 50,219 14.80  0.94  2846859   94833  14122   58163   2676   47037   268
Kansas         2011  1  2868756 46,147 27.30  0.46  2509303  175015  33396   72754   2790   75498   804
Kentucky       2011  1  4368505 39,856 30.20  2.16  3880364  349138  12248   53158   3247   70350  1183
Louisiana      2011  1  4574388 40,658 46.90  4.75  2918623 1480611  33677   75264   2674   63539  5959
Maine          2011  1  1327968 49,693 15.90  1.89  1267197   17176   8868   14341    392   19994   209
Maryland       2011  1  5843115 68,876 29.60  2.37  3562014 1758155  31402  342142   5523  143879  1266
Massachusetts  2011  1  6612178 63,313 22.40  3.55  5545808  520751  30533  378168   6094  130824  1866
Michigan       2011  1  9876199 48,879 16.90  1.43  7927668 1414357  69056  252645   3575  208898   758
Minnesota      2011  1  5345967 57,820  5.00  1.05  4636789  292000  69321  228796   3146  115915   348
Mississippi    2011  1  2977452 41,090 42.20  4.44  1789748 1110268  16977   27544   1689   31226  4249
Missouri       2011  1  6010280 45,774 26.70  1.02  5046587  704152  31164  104370   7582  116425  1023
Montana        2011  1   996866 40,277 19.10  1.77   895793    4901  64722    6871    771   23808    39
Nebraska       2011  1  1841641 55,616 20.40  0.93  1658413   87782  24296   35216   2119   33815   514
Nevada         2011  1  2718170 47,043 32.90  0.29  2108271  235680  43499  210811  19585  100324  2829
New Hampshire  2011  1  1318345 65,880 16.80  2.57  1247400   17082   3588   30336    553   19386    77
New Jersey     2011  1  8844694 62,338 27.20  3.33  6550029 1293048  50610  775813   8018  167176  1285
New Mexico     2011  1  2077744 41,982 33.80  0.08  1732010   49769 212834   32388   3230   47513  1451
New York       2011  1 19526372 50,636 18.60  2.01 13938360 3413907 184894 1536669  24671  427871 11632
North Carolina 2011  1  9662940 45,206 36.30  1.95  6966708 2121466 149759  230161  10746  184100  4009
North Dakota   2011  1   684830 56,361  6.40  0.96   617960    9381  38019    7540    378   11552    60
Ohio           2011  1 11543332 44,648 23.50  1.47  9645254 1435399  30179  205721   5445  221334  1454
Oklahoma       2011  1  3785232 48,455 35.00  0.28  2866144  287752 342211   70429   5646  213050  1323
Oregon         2011  1  3865845 51,526 33.90  3.15  3424651   75785  67960  151327  15201  130921   269
Pennsylvania   2011  1 12742811 49,910 22.50  1.90 10657036 1450469  41297  374742   7548  211719  2200
Rhode Island   2011  1  1052154 49,033 25.20  4.06   905225   77135   9487   33239   1681   25387   178
South Carolina 2011  1  4672744 40,084 40.60  1.87  3195024 1312050  25004   64879   4047   71740  1451
South Dakota   2011  1   823338 47,223 13.00  0.93   711877   11699  74104    8599    548   16511   520
Tennessee      2011  1  6396281 42,279 33.90  3.18  5081890 1081722  26853   99202   5612  101002  2120
Texas          2011  1 25644424 49,047 45.00  1.55 20729572 3140827 255980 1058418  32631  426996 10935
Utah           2011  1  2815430 55,493 25.40  0.39  2590068   35002  41722   61002  26657   60979   382
Vermont        2011  1   626210 51,862 15.70  2.29   597935    6755   2350    8487    171   10512   316
Virginia       2011  1  8107548 62,616 32.10  1.58  5782663 1595668  42279  471436   8481  207021 11707
Washington     2011  1  6819155 56,850 32.10  6.53  5583757  261132 126318  514073  45052  288823   170
West Virginia  2011  1  1854891 41,821 27.10  2.25  1745926   64409   4083   13271    531   26671  1086
Wisconsin      2011  1  5705812 52,058 12.20  0.91  5040333  371285  61496  137649   2607   92442   293
Wyoming        2011  1   567602 54,509 20.30  1.01   531732    5517  14781    4899    496   10177   453
Alabama        2011  2  4798649 42,590 49.50  3.49  3368758 1266977  32798   57573   5036   67507  4236
Arizona        2011  2  6392017 48,621 41.70  1.05  5418483  280905 335278  188456  16112  152783  2220
Arkansas       2011  2  2938640 41,302 43.90  4.12  2355934  457718  26642   39749   7241   51356   966
California     2011  2 37672654 53,367 43.40  3.34 27856325 2496077 626439 5178171 184724 1330918  5798
Colorado       2011  2  5116411 58,629 24.20  1.17  4518943  219804  79742  150987   8784  138151  1839
Connecticut    2011  2  3591927 65,415 27.10  3.84  2952100  398515  17274  147365   3589   73084   315
Delaware       2011  2   907884 54,660 38.80  2.37   649467  199995   5955   30897    702   20868   325
Georgia        2011  2  9810595 45,973 51.10  3.70  6178692 3056241  48995  340739  10744  175184  5339
Idaho          2011  2  1583180 47,459 24.30  1.93  1488310   11510  26578   20704   2860   33218   812
Illinois       2011  2 12862298 50,637 30.20  3.24 10034662 1902252  73941  625999   7539  217905  5081
Indiana        2011  2  6515358 44,445 31.20  4.21  5650465  611164  24831  112854   3633  112411  2340
Iowa           2011  2  3063690 50,219 22.60  1.39  2846859   94833  14122   58163   2676   47037   293
Kansas         2011  2  2868756 46,147 30.20  1.09  2509303  175015  33396   72754   2790   75498  1141
Kentucky       2011  2  4368505 39,856 39.10  4.88  3880364  349138  12248   53158   3247   70350  1253
Louisiana      2011  2  4574388 40,658 52.54  2.10  2918623 1480611  33677   75264   2674   63539  4354
Maine          2011  2  1327968 49,693 16.20  2.95  1267197   17176   8868   14341    392   19994   351
Maryland       2011  2  5843115 68,876 37.60  2.26  3562014 1758155  31402  342142   5523  143879   821
Massachusetts  2011  2  6612178 63,313 25.50  4.18  5545808  520751  30533  378168   6094  130824  2041
Michigan       2011  2  9876199 48,879 21.30  1.53  7927668 1414357  69056  252645   3575  208898  1187
Minnesota      2011  2  5345967 57,820 13.20  0.68  4636789  292000  69321  228796   3146  115915   427
Mississippi    2011  2  2977452 41,090 49.80  2.71  1789748 1110268  16977   27544   1689   31226  2974
Missouri       2011  2  6010280 45,774 33.20  3.52  5046587  704152  31164  104370   7582  116425  1389
Montana        2011  2   996866 40,277 16.40  1.37   895793    4901  64722    6871    771   23808    58
Nebraska       2011  2  1841641 55,616 24.50  0.64  1658413   87782  24296   35216   2119   33815   582
Nevada         2011  2  2718170 47,043 32.80  0.83  2108271  235680  43499  210811  19585  100324  2302
New Hampshire  2011  2  1318345 65,880 18.70  3.44  1247400   17082   3588   30336    553   19386   114
New Jersey     2011  2  8844694 62,338 34.40  3.07  6550029 1293048  50610  775813   8018  167176  1184
New Mexico     2011  2  2077744 41,982 35.00  0.34  1732010   49769 212834   32388   3230   47513  1595
New York       2011  2 19526372 50,636 21.80  3.53 13938360 3413907 184894 1536669  24671  427871  8755
North Carolina 2011  2  9662940 45,206 45.70  2.56  6966708 2121466 149759  230161  10746  184100  3673
North Dakota   2011  2   684830 56,361 10.00  0.33   617960    9381  38019    7540    378   11552   134
Ohio           2011  2 11543332 44,648 30.50  4.58  9645254 1435399  30179  205721   5445  221334  1143
Oklahoma       2011  2  3785232 48,455 39.40  1.57  2866144  287752 342211   70429   5646  213050   531
Oregon         2011  2  3865845 51,526 32.60  3.25  3424651   75785  67960  151327  15201  130921   242
Pennsylvania   2011  2 12742811 49,910 28.60  3.73 10657036 1450469  41297  374742   7548  211719  1941
Rhode Island   2011  2  1052154 49,033 28.80  4.56   905225   77135   9487   33239   1681   25387   624
South Carolina 2011  2  4672744 40,084 50.40  3.40  3195024 1312050  25004   64879   4047   71740  1436
South Dakota   2011  2   823338 47,223 16.30  1.13   711877   11699  74104    8599    548   16511   704
Tennessee      2011  2  6396281 42,279 43.10  4.21  5081890 1081722  26853   99202   5612  101002  2018
Texas          2011  2 25644424 49,047 48.70  0.65 20729572 3140827 255980 1058418  32631  426996 11742
Utah           2011  2  2815430 55,493 28.60  1.21  2590068   35002  41722   61002  26657   60979   541
Vermont        2011  2   626210 51,862 17.60  3.56   597935    6755   2350    8487    171   10512   344
Virginia       2011  2  8107548 62,616 40.90  1.68  5782663 1595668  42279  471436   8481  207021 10658
Washington     2011  2  6819155 56,850 31.10  4.09  5583757  261132 126318  514073  45052  288823   271
West Virginia  2011  2  1854891 41,821 36.80  2.95  1745926   64409   4083   13271    531   26671  2016
Wisconsin      2011  2  5705812 52,058 18.50  1.13  5040333  371285  61496  137649   2607   92442   385
Wyoming        2011  2   567602 54,509 18.00  1.03   531732    5517  14781    4899    496   10177   399
Alabama        2011  3  4798649 42,590 57.80  8.17  3368758 1266977  32798   57573   5036   67507  2345
Arizona        2011  3  6392017 48,621 53.30  0.33  5418483  280905 335278  188456  16112  152783  1755
Arkansas       2011  3  2938640 41,302 52.50  2.80  2355934  457718  26642   39749   7241   51356   674
California     2011  3 37672654 53,367 48.70  6.41 27856325 2496077 626439 5178171 184724 1330918  7729
Colorado       2011  3  5116411 58,629 37.70  1.16  4518943  219804  79742  150987   8784  138151  1910
Connecticut    2011  3  3591927 65,415 37.00  4.74  2952100  398515  17274  147365   3589   73084   206
Delaware       2011  3   907884 54,660 43.90  4.06   649467  199995   5955   30897    702   20868   268
Georgia        2011  3  9810595 45,973 57.80  5.97  6178692 3056241  48995  340739  10744  175184  3863
Idaho          2011  3  1583180 47,459 33.40  3.88  1488310   11510  26578   20704   2860   33218  1070
Illinois       2011  3 12862298 50,637 41.60  2.72 10034662 1902252  73941  625999   7539  217905  6238
Indiana        2011  3  6515358 44,445 41.70  3.46  5650465  611164  24831  112854   3633  112411  1422
Iowa           2011  3  3063690 50,219 35.10  1.50  2846859   94833  14122   58163   2676   47037   259
Kansas         2011  3  2868756 46,147 44.10  1.11  2509303  175015  33396   72754   2790   75498   931
Kentucky       2011  3  4368505 39,856 47.90  5.51  3880364  349138  12248   53158   3247   70350   737
Louisiana      2011  3  4574388 40,658 62.00  3.88  2918623 1480611  33677   75264   2674   63539  2870
Maine          2011  3  1327968 49,693 26.80  4.93  1267197   17176   8868   14341    392   19994   367
Maryland       2011  3  5843115 68,876 43.70  5.04  3562014 1758155  31402  342142   5523  143879   768
Massachusetts  2011  3  6612178 63,313 35.40  3.89  5545808  520751  30533  378168   6094  130824  2481
Michigan       2011  3  9876199 48,879 28.80  2.21  7927668 1414357  69056  252645   3575  208898  1285
Minnesota      2011  3  5345967 57,820 23.60  1.19  4636789  292000  69321  228796   3146  115915   647
Mississippi    2011  3  2977452 41,090 57.80  6.80  1789748 1110268  16977   27544   1689   31226  2952
Missouri       2011  3  6010280 45,774 45.10  3.47  5046587  704152  31164  104370   7582  116425  1195
Montana        2011  3   996866 40,277 28.60  1.62   895793    4901  64722    6871    771   23808   126
Nebraska       2011  3  1841641 55,616 37.10  0.88  1658413   87782  24296   35216   2119   33815   619
Nevada         2011  3  2718170 47,043 40.60  1.57  2108271  235680  43499  210811  19585  100324  2644
New Hampshire  2011  3  1318345 65,880 29.30  4.87  1247400   17082   3588   30336    553   19386   145
New Jersey     2011  3  8844694 62,338 41.20  5.55  6550029 1293048  50610  775813   8018  167176  1310
New Mexico     2011  3  2077744 41,982 49.20  0.15  1732010   49769 212834   32388   3230   47513  1562
New York       2011  3 19526372 50,636 30.90  4.51 13938360 3413907 184894 1536669  24671  427871  9952
North Carolina 2011  3  9662940 45,206 50.60  5.23  6966708 2121466 149759  230161  10746  184100  1602
North Dakota   2011  3   684830 56,361 19.20  1.05   617960    9381  38019    7540    378   11552   266
Ohio           2011  3 11543332 44,648 39.60  4.24  9645254 1435399  30179  205721   5445  221334   901
Oklahoma       2011  3  3785232 48,455 52.40  0.74  2866144  287752 342211   70429   5646  213050   392
Oregon         2011  3  3865845 51,526 37.90  6.37  3424651   75785  67960  151327  15201  130921   278
Pennsylvania   2011  3 12742811 49,910 36.30  5.79 10657036 1450469  41297  374742   7548  211719  1678
Rhode Island   2011  3  1052154 49,033 38.00  2.52   905225   77135   9487   33239   1681   25387   511
South Carolina 2011  3  4672744 40,084 55.80  5.02  3195024 1312050  25004   64879   4047   71740   612
South Dakota   2011  3   823338 47,223 27.30  1.05   711877   11699  74104    8599    548   16511   909
Tennessee      2011  3  6396281 42,279 50.60  6.96  5081890 1081722  26853   99202   5612  101002   930
Texas          2011  3 25644424 49,047 61.80  0.27 20729572 3140827 255980 1058418  32631  426996  7466
Utah           2011  3  2815430 55,493 39.40  1.27  2590068   35002  41722   61002  26657   60979   583
Vermont        2011  3   626210 51,862 27.50  4.70   597935    6755   2350    8487    171   10512   340
Virginia       2011  3  8107548 62,616 46.00  5.28  5782663 1595668  42279  471436   8481  207021  8180
Washington     2011  3  6819155 56,850 38.40  7.81  5583757  261132 126318  514073  45052  288823   371
West Virginia  2011  3  1854891 41,821 42.60  5.74  1745926   64409   4083   13271    531   26671  1519
Wisconsin      2011  3  5705812 52,058 28.00  2.38  5040333  371285  61496  137649   2607   92442   516
Wyoming        2011  3   567602 54,509 32.00  1.48   531732    5517  14781    4899    496   10177   301
Alabama        2011  4  4798649 42,590 65.70  5.08  3368758 1266977  32798   57573   5036   67507   788
Arizona        2011  4  6392017 48,621 58.90  0.41  5418483  280905 335278  188456  16112  152783   901
Arkansas       2011  4  2938640 41,302 63.50 10.60  2355934  457718  26642   39749   7241   51356    56
California     2011  4 37672654 53,367 53.40  1.10 27856325 2496077 626439 5178171 184724 1330918  3172
Colorado       2011  4  5116411 58,629 43.00  2.10  4518943  219804  79742  150987   8784  138151   648
Connecticut    2011  4  3591927 65,415 48.90  5.52  2952100  398515  17274  147365   3589   73084    30
Delaware       2011  4   907884 54,660 57.20  3.31   649467  199995   5955   30897    702   20868    11
Georgia        2011  4  9810595 45,973 65.80  2.84  6178692 3056241  48995  340739  10744  175184  1889
Idaho          2011  4  1583180 47,459 36.40  3.18  1488310   11510  26578   20704   2860   33218   284
